Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
Existing Customer,49,F,5,High School,Married,Unknown,Silver,6,34516.0,2019,3820,72
Existing Customer,55,M,3,Post-Graduate,Married,$80K - $120K,Blue,6,6400.0,1979,4475,91
Existing Customer,52,F,4,Graduate,Married,Unknown,Blue,5,1816.0,0,4957,78
Existing Customer,42,F,2,Doctorate,Single,$40K - $60K,Blue,6,3347.0,2240,5533,85
Existing Customer,52,F,1,High School,Single,Less than $40K,Blue,6,2705.0,1581,5532,81
Existing Customer,53,F,1,Graduate,Married,$40K - $60K,Blue,4,2043.0,1590,4940,68
Existing Customer,45,F,3,High School,Single,$40K - $60K,Blue,4,1912.0,1281,5046,79
Existing Customer,50,F,3,Post-Graduate,Divorced,$40K - $60K,Blue,3,3028.0,1339,4144,64
Existing Customer,42,F,5,High School,Married,Less than $40K,Blue,5,1514.0,745,4004,69
Existing Customer,48,F,2,Unknown,Single,Less than $40K,Blue,6,1438.3,0,4059,89
Existing Customer,52,F,1,Uneducated,Married,Less than $40K,Blue,5,3103.0,2517,4641,80
Existing Customer,57,F,2,Doctorate,Divorced,Less than $40K,Blue,5,2504.0,1915,4847,86
Attrited Customer,56,F,1,High School,Married,Unknown,Blue,5,3674.0,2517,2608,45
Existing Customer,48,M,1,Graduate,Married,$80K - $120K,Blue,6,2916.0,0,4336,72
Existing Customer,52,F,1,Uneducated,Single,Less than $40K,Blue,5,1633.0,0,4436,75
Existing Customer,56,M,2,Uneducated,Single,$80K - $120K,Blue,5,5466.0,0,4435,79
Existing Customer,43,F,2,High School,Married,$40K - $60K,Blue,3,2032.0,1008,4736,86
Existing Customer,62,M,0,Uneducated,Single,$60K - $80K,Blue,6,3933.0,0,3048,54
Existing Customer,51,M,3,Uneducated,Unknown,$80K - $120K,Blue,5,21328.0,0,3825,76
Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,3,3562.0,2107,4490,90
Attrited Customer,39,F,2,High School,Single,Unknown,Blue,3,2069.0,550,2716,43
Existing Customer,45,M,3,Graduate,Single,$120K +,Blue,5,3534.0,0,3973,66
Existing Customer,56,F,3,Uneducated,Married,$40K - $60K,Blue,5,2402.0,1892,4610,76
Existing Customer,57,F,2,Uneducated,Married,Unknown,Blue,3,3136.0,2138,4930,80
Existing Customer,60,F,1,Uneducated,Divorced,$40K - $60K,Blue,4,2802.0,2517,4392,81
Existing Customer,50,F,4,Uneducated,Married,Unknown,Blue,4,2315.0,1336,4143,65
Existing Customer,44,F,3,College,Unknown,Unknown,Blue,5,11238.0,2336,5302,70
Attrited Customer,49,M,0,Graduate,Married,$60K - $80K,Blue,3,1460.0,0,2329,36
Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,3,2602.0,1612,5532,85
Attrited Customer,36,M,2,Graduate,Single,Less than $40K,Blue,3,4225.0,2517,2659,43
Existing Customer,57,F,4,Post-Graduate,Single,$40K - $60K,Blue,4,2576.0,1678,3913,86
Attrited Customer,35,F,4,Graduate,Married,Unknown,Blue,4,1931.0,0,2569,46
Attrited Customer,46,M,3,Post-Graduate,Single,$40K - $60K,Blue,3,2344.0,0,2098,31
Existing Customer,29,F,1,Unknown,Unknown,Unknown,Blue,6,7270.0,1835,3759,69
Existing Customer,40,F,2,High School,Single,Less than $40K,Blue,4,2395.0,1437,4481,82
Existing Customer,50,F,4,Uneducated,Single,Less than $40K,Blue,4,2835.0,2292,4686,79
Existing Customer,62,F,0,Unknown,Single,$40K - $60K,Blue,4,1540.0,796,3714,56
Existing Customer,49,F,2,Uneducated,Married,Unknown,Blue,6,3017.0,0,4389,72
Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,4,1438.3,0,4765,71
Existing Customer,49,F,1,Doctorate,Single,$40K - $60K,Blue,3,1438.3,0,4052,65
Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,4,1584.0,1311,4203,73
Existing Customer,47,M,2,Graduate,Single,$40K - $60K,Blue,6,2676.0,2157,4640,69
Existing Customer,56,F,2,Unknown,Divorced,$40K - $60K,Blue,5,5084.0,1683,4060,55
Attrited Customer,41,F,3,Graduate,Single,Less than $40K,Blue,5,1764.0,0,2105,57
Existing Customer,63,M,0,Unknown,Unknown,$60K - $80K,Blue,6,23925.0,1494,3677,55
Existing Customer,51,F,3,Graduate,Married,Unknown,Blue,3,2886.0,2517,4884,89
Existing Customer,43,F,3,High School,Unknown,Unknown,Blue,6,6720.0,2143,5049,85
Existing Customer,49,F,4,High School,Single,Less than $40K,Gold,4,15569.0,1554,4566,73
Existing Customer,51,F,3,Graduate,Married,$40K - $60K,Blue,3,1565.0,944,4798,73
Existing Customer,44,M,5,High School,Single,$60K - $80K,Blue,3,5947.0,995,4984,90
Existing Customer,46,M,3,Graduate,Married,$60K - $80K,Blue,6,18821.0,774,4402,75
Attrited Customer,56,F,3,Graduate,Married,$40K - $60K,Blue,6,1544.0,0,1902,35
Existing Customer,41,F,2,Uneducated,Married,Less than $40K,Blue,3,1755.0,0,4786,73
Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,3,1438.3,666,4759,90
Existing Customer,53,F,2,College,Single,Less than $40K,Blue,3,2153.0,0,4628,69
Attrited Customer,44,F,3,Uneducated,Married,Less than $40K,Blue,6,1684.0,0,2275,45
Existing Customer,45,M,3,Unknown,Single,$40K - $60K,Blue,3,5662.0,1952,4014,61
Existing Customer,46,F,5,Graduate,Single,Less than $40K,Blue,4,2799.0,2412,4634,91
Existing Customer,58,M,3,Unknown,Married,$120K +,Blue,4,12398.0,0,4228,93
Existing Customer,41,M,2,Post-Graduate,Single,$40K - $60K,Blue,4,4461.0,900,4204,77
Existing Customer,49,F,1,Post-Graduate,Divorced,$40K - $60K,Blue,6,2597.0,1871,3637,69
Existing Customer,54,F,3,Uneducated,Single,Unknown,Blue,6,9733.0,863,5228,71
Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,4,2261.0,1127,4456,68
Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,5,2822.0,0,5064,74
Existing Customer,40,F,3,High School,Unknown,Less than $40K,Blue,5,8793.0,918,5342,64
Existing Customer,53,F,0,Graduate,Married,Unknown,Blue,5,5843.0,1162,4405,67
Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,5,3322.0,2517,3913,86
Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,5,2036.0,1716,4161,75
Existing Customer,28,F,0,Unknown,Single,Less than $40K,Blue,3,2387.0,0,4513,66
Existing Customer,43,F,4,College,Unknown,Less than $40K,Blue,5,1884.0,1216,4591,85
Existing Customer,51,F,3,Uneducated,Single,Less than $40K,Blue,5,3747.0,2268,4609,87
Existing Customer,58,F,1,Uneducated,Married,Less than $40K,Blue,5,2220.0,1240,4396,78
Existing Customer,50,F,2,College,Married,$40K - $60K,Blue,5,2428.0,2005,5170,68
Attrited Customer,42,F,3,Unknown,Married,$40K - $60K,Blue,4,1438.3,0,2191,51
Existing Customer,45,F,4,Post-Graduate,Single,$40K - $60K,Blue,3,1850.0,621,4234,74
Existing Customer,48,F,2,Graduate,Married,$40K - $60K,Silver,6,16002.0,2076,3667,52
Attrited Customer,54,F,2,Unknown,Unknown,Less than $40K,Blue,4,1438.3,0,2145,41
Existing Customer,47,F,1,High School,Unknown,Less than $40K,Blue,6,5222.0,2517,4433,81
Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,4,1438.3,859,4409,72
Existing Customer,62,F,0,Unknown,Single,Less than $40K,Blue,6,2582.0,1528,4041,67
Existing Customer,45,F,3,Graduate,Married,$40K - $60K,Blue,4,1533.0,728,4659,83
Existing Customer,56,F,3,Graduate,Married,Less than $40K,Blue,5,1438.3,0,3778,72
Attrited Customer,52,M,1,Unknown,Divorced,$80K - $120K,Blue,4,5763.0,0,2310,48
Existing Customer,46,F,3,Uneducated,Single,Unknown,Blue,6,1910.0,1431,5253,82
Existing Customer,51,F,0,Unknown,Married,Less than $40K,Blue,4,1515.0,996,4324,89
Existing Customer,52,M,2,Graduate,Single,$40K - $60K,Blue,3,1538.0,666,4808,64
Existing Customer,44,F,4,Graduate,Single,$40K - $60K,Blue,6,1572.0,874,4996,80
Existing Customer,41,F,4,Uneducated,Married,Less than $40K,Blue,3,1438.3,1055,4532,78
Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,6,2814.0,2162,4271,88
Attrited Customer,41,F,5,Post-Graduate,Married,Less than $40K,Blue,5,1495.0,0,2622,70
Attrited Customer,37,F,2,Graduate,Married,$40K - $60K,Blue,5,1959.0,662,3046,52
Existing Customer,60,F,1,Graduate,Divorced,Less than $40K,Blue,5,2903.0,1251,4555,76
Existing Customer,47,F,3,Uneducated,Single,$40K - $60K,Blue,6,4543.0,1028,4093,77
Existing Customer,42,F,1,College,Married,Unknown,Blue,4,3119.0,1328,4659,82
Existing Customer,42,M,1,Uneducated,Unknown,$80K - $120K,Blue,4,17506.0,1979,4199,73
Attrited Customer,50,F,2,Unknown,Married,Less than $40K,Blue,3,1438.3,910,2370,44
Existing Customer,49,F,2,Uneducated,Married,Unknown,Blue,3,3128.0,749,4369,59
Attrited Customer,36,F,2,High School,Single,Unknown,Blue,3,5956.0,2517,2828,46
Existing Customer,43,M,4,Unknown,Unknown,Less than $40K,Blue,3,4177.0,2094,3553,66
Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,6,13457.0,1044,3303,66
Existing Customer,45,M,4,College,Divorced,$80K - $120K,Blue,6,1535.0,0,5168,76
Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,4,3203.0,2366,4282,82
Attrited Customer,39,F,2,Graduate,Divorced,Less than $40K,Blue,5,2092.0,0,2015,33
Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,6,2420.0,1223,4954,82
Existing Customer,43,F,3,High School,Single,Less than $40K,Blue,5,2313.0,1325,5006,76
Existing Customer,56,M,2,Graduate,Married,$40K - $60K,Blue,3,3059.0,2387,4774,81
Existing Customer,41,F,1,Uneducated,Married,$40K - $60K,Blue,3,2235.0,1688,4633,79
Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,5,3208.0,0,4531,86
Existing Customer,43,M,2,Graduate,Unknown,$60K - $80K,Blue,5,7534.0,0,4685,79
Existing Customer,39,F,1,Graduate,Unknown,Less than $40K,Blue,4,2006.0,1197,4139,69
Existing Customer,46,M,4,Unknown,Divorced,$60K - $80K,Blue,5,1438.3,738,4368,87
Existing Customer,49,M,3,Unknown,Married,$80K - $120K,Blue,3,14044.0,0,4889,89
Existing Customer,44,M,4,College,Single,$60K - $80K,Blue,6,5005.0,969,5066,71
Attrited Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,4,1628.0,275,2219,49
Existing Customer,56,F,0,Unknown,Single,Less than $40K,Blue,5,3033.0,0,4921,90
Existing Customer,56,F,1,Graduate,Unknown,$40K - $60K,Blue,5,5204.0,0,5285,82
Existing Customer,57,F,1,High School,Single,Less than $40K,Blue,4,2442.0,1699,4313,75
Existing Customer,51,F,2,Graduate,Single,Less than $40K,Blue,3,2429.0,1250,4761,99
Existing Customer,60,F,0,High School,Single,$40K - $60K,Blue,3,2213.0,829,4210,84
Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,6,2624.0,1117,3929,67
Existing Customer,37,F,1,College,Single,$40K - $60K,Blue,4,1976.0,0,4424,73
Existing Customer,46,F,3,Graduate,Single,$40K - $60K,Blue,4,3492.0,1546,3043,53
Attrited Customer,50,F,4,High School,Married,Less than $40K,Blue,1,3546.0,0,2616,47
Attrited Customer,38,F,3,High School,Unknown,Less than $40K,Blue,5,2989.0,2387,2143,67
Existing Customer,44,F,4,Graduate,Married,$40K - $60K,Blue,3,1438.3,0,3971,60
Existing Customer,52,F,4,Uneducated,Divorced,Unknown,Blue,5,1438.3,771,5053,74
Existing Customer,37,F,3,High School,Unknown,Less than $40K,Blue,6,1438.3,636,4824,83
Existing Customer,45,F,1,Unknown,Married,Less than $40K,Blue,6,1438.3,1201,4851,86
Existing Customer,40,F,4,Post-Graduate,Single,$40K - $60K,Blue,4,2383.0,1828,4759,75
Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,5,13587.0,2374,4995,88
Existing Customer,57,F,3,Graduate,Single,Less than $40K,Blue,5,3085.0,0,3946,73
Existing Customer,40,M,4,Uneducated,Single,$80K - $120K,Blue,4,32431.0,850,4400,71
Existing Customer,61,F,0,Graduate,Single,Less than $40K,Blue,5,2207.0,2020,4348,84
Existing Customer,57,F,3,High School,Unknown,Less than $40K,Blue,6,2781.0,992,4577,81
Attrited Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,1,6921.0,0,2729,44
Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,6,7596.0,1156,4338,73
Existing Customer,42,F,3,Uneducated,Married,Unknown,Blue,5,4568.0,2025,4869,85
Existing Customer,43,F,4,Graduate,Single,$40K - $60K,Blue,6,6475.0,1686,3837,65
Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,5,9949.0,0,2207,40
Existing Customer,42,F,3,College,Married,Less than $40K,Blue,5,2238.0,1693,5339,86
Existing Customer,41,F,2,College,Married,Less than $40K,Blue,5,1438.3,0,4565,84
Existing Customer,50,F,0,High School,Single,Less than $40K,Blue,6,2670.0,1944,4491,65
Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,6,1438.3,0,4482,74
Existing Customer,43,M,3,Post-Graduate,Single,$40K - $60K,Blue,3,2142.0,1369,4424,88
Existing Customer,58,F,1,Uneducated,Single,Less than $40K,Blue,4,3382.0,1446,4854,74
Existing Customer,52,F,2,Graduate,Single,Unknown,Blue,3,8961.0,1382,4408,80
Existing Customer,40,F,4,High School,Married,Less than $40K,Blue,4,1762.0,1224,4899,87
Existing Customer,41,F,4,Graduate,Divorced,$40K - $60K,Blue,3,1919.0,867,4996,92
Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,4,3054.0,2517,4706,84
Existing Customer,45,F,3,Unknown,Single,Unknown,Blue,4,1877.0,0,4854,80
Existing Customer,52,F,3,High School,Married,Less than $40K,Blue,4,4223.0,2235,3669,62
Attrited Customer,36,F,2,Graduate,Married,Less than $40K,Blue,4,1666.0,813,2622,60
Existing Customer,43,F,2,Graduate,Divorced,Less than $40K,Blue,4,2422.0,1237,5079,80
Existing Customer,49,F,1,Post-Graduate,Married,Unknown,Blue,6,4821.0,0,4680,77
Existing Customer,51,F,2,College,Single,Less than $40K,Blue,4,3264.0,2508,4966,78
Existing Customer,52,M,3,College,Married,$60K - $80K,Blue,5,4565.0,1258,4139,67
Existing Customer,45,F,3,Graduate,Single,$40K - $60K,Blue,4,1765.0,1694,4803,72
Existing Customer,40,M,4,College,Divorced,$80K - $120K,Blue,6,16050.0,0,3721,62
Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,5,2188.0,1067,4537,66
Existing Customer,47,F,3,High School,Single,$40K - $60K,Blue,6,1721.0,1355,4474,58
Attrited Customer,40,F,1,College,Married,$40K - $60K,Blue,4,1737.0,1689,2459,43
Existing Customer,42,F,3,Unknown,Divorced,Unknown,Blue,5,2369.0,1019,4317,66
Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,5,2652.0,0,4676,78
Existing Customer,52,F,2,College,Married,$40K - $60K,Blue,5,1438.3,0,4700,92
Existing Customer,63,M,1,Graduate,Unknown,Less than $40K,Blue,6,1438.3,0,3913,78
Existing Customer,40,F,4,Graduate,Married,Less than $40K,Blue,6,1438.3,689,4921,65
Existing Customer,60,F,1,High School,Single,Less than $40K,Blue,5,2481.0,1925,5228,73
Existing Customer,36,F,1,High School,Single,Unknown,Blue,6,9817.0,848,4636,85
Existing Customer,56,F,3,Graduate,Single,Less than $40K,Blue,5,4255.0,0,4606,79
Existing Customer,45,F,2,Graduate,Single,$40K - $60K,Blue,5,1438.3,986,5136,81
Existing Customer,51,F,2,Graduate,Single,Less than $40K,Blue,4,4970.0,1591,5023,78
Attrited Customer,48,F,1,Uneducated,Married,Unknown,Blue,5,1438.3,0,2171,38
Existing Customer,49,F,4,Doctorate,Married,Unknown,Blue,4,2333.0,1414,5137,89
Attrited Customer,50,M,2,Doctorate,Married,$120K +,Silver,6,34516.0,0,2573,55
Attrited Customer,43,M,4,College,Married,$40K - $60K,Blue,6,4373.0,0,2397,46
Existing Customer,41,F,2,High School,Single,$40K - $60K,Blue,4,1561.0,1169,4391,67
Attrited Customer,48,M,2,Unknown,Married,$80K - $120K,Blue,5,12073.0,0,2400,52
Existing Customer,55,F,1,Unknown,Single,Unknown,Blue,4,1438.3,0,4956,72
Existing Customer,41,M,5,High School,Single,$40K - $60K,Blue,6,1438.3,0,4439,81
Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,3,2525.0,2217,4409,69
Attrited Customer,47,F,4,Post-Graduate,Married,Unknown,Blue,4,6451.0,0,2400,43
Existing Customer,42,F,3,Doctorate,Married,$40K - $60K,Blue,4,4142.0,688,4512,81
Attrited Customer,54,M,2,College,Single,$120K +,Blue,3,34516.0,0,2329,47
Attrited Customer,43,F,3,Uneducated,Married,Less than $40K,Blue,6,1897.0,0,2866,47
Existing Customer,52,F,4,Graduate,Single,Less than $40K,Blue,3,3231.0,2215,4610,90
Existing Customer,40,F,4,Graduate,Married,Less than $40K,Blue,5,1577.0,1286,3453,52
Existing Customer,37,F,2,Unknown,Single,Less than $40K,Blue,6,3061.0,2517,5032,89
Existing Customer,53,M,4,Graduate,Single,$40K - $60K,Blue,4,2300.0,0,4527,79
Existing Customer,56,F,4,Graduate,Married,Less than $40K,Blue,3,2796.0,0,4536,81
Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,3,3024.0,1649,4463,89
Existing Customer,38,F,3,Uneducated,Married,$40K - $60K,Blue,5,5293.0,1030,4377,62
Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,4,1964.0,1811,4699,81
Existing Customer,36,F,2,Graduate,Single,Less than $40K,Blue,6,2051.0,1154,3912,79
Existing Customer,41,F,1,High School,Single,Less than $40K,Blue,4,1998.0,0,4637,68
Existing Customer,28,F,1,College,Divorced,Unknown,Blue,5,11881.0,1488,4865,87
Existing Customer,41,F,4,Post-Graduate,Single,Less than $40K,Blue,5,2968.0,1873,5171,85
Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,4,2797.0,1943,4917,66
Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,6,13984.0,632,4727,83
Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,3,2505.0,0,4109,61
Existing Customer,40,F,4,College,Married,Less than $40K,Blue,3,2972.0,0,3840,69
Existing Customer,50,M,1,College,Single,$80K - $120K,Blue,4,5856.0,2007,4916,87
Existing Customer,44,F,4,Uneducated,Divorced,Less than $40K,Blue,6,7182.0,1774,4294,67
Existing Customer,62,M,2,Graduate,Single,Less than $40K,Blue,6,5844.0,2013,3546,65
Attrited Customer,55,F,1,College,Single,Less than $40K,Blue,3,2114.0,546,2578,42
Existing Customer,54,M,4,Graduate,Single,$80K - $120K,Blue,3,8208.0,1256,4824,83
Attrited Customer,34,M,4,Uneducated,Single,$60K - $80K,Blue,3,3940.0,1384,3257,53
Existing Customer,41,M,3,Graduate,Divorced,$60K - $80K,Blue,5,5784.0,0,4173,80
Attrited Customer,38,M,4,Graduate,Unknown,$60K - $80K,Blue,5,8632.0,0,2221,40
Existing Customer,57,F,2,Graduate,Single,Less than $40K,Blue,6,1438.3,876,4815,62
Existing Customer,39,F,1,Graduate,Single,$40K - $60K,Blue,6,2255.0,1258,4309,79
Existing Customer,38,F,2,Graduate,Single,Less than $40K,Blue,5,9874.0,1059,4369,70
Existing Customer,64,M,0,Graduate,Single,Less than $40K,Blue,5,1873.0,468,4738,82
Attrited Customer,54,M,3,High School,Married,$80K - $120K,Blue,3,3288.0,2517,2717,46
Existing Customer,60,F,1,Graduate,Single,$40K - $60K,Blue,3,3334.0,1151,4791,101
Existing Customer,46,M,2,Graduate,Divorced,$60K - $80K,Blue,3,3299.0,870,4904,75
Existing Customer,36,F,2,Uneducated,Married,Less than $40K,Blue,3,2754.0,1798,3937,70
Existing Customer,47,F,2,Graduate,Married,$40K - $60K,Blue,5,2035.0,1620,4130,74
Existing Customer,44,F,4,Graduate,Married,Unknown,Blue,6,3979.0,780,5024,69
Existing Customer,58,F,2,High School,Married,$40K - $60K,Blue,4,2642.0,1249,4897,81
Attrited Customer,62,M,0,Post-Graduate,Divorced,$60K - $80K,Silver,4,28229.0,287,2281,45
Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,4,2973.0,2517,4862,77
Existing Customer,51,F,2,Uneducated,Married,Less than $40K,Blue,4,1612.0,831,4924,81
Existing Customer,41,M,1,High School,Single,$80K - $120K,Blue,6,12084.0,1638,4506,90
Existing Customer,54,F,1,Graduate,Single,Less than $40K,Blue,3,2930.0,2266,4752,72
Existing Customer,46,F,2,Unknown,Married,$40K - $60K,Blue,6,1963.0,1112,4821,67
Attrited Customer,50,F,2,Unknown,Single,$40K - $60K,Blue,3,2762.0,0,2571,44
Attrited Customer,49,F,3,Post-Graduate,Single,Less than $40K,Blue,5,2214.0,915,2144,51
Existing Customer,39,F,1,High School,Single,Less than $40K,Blue,6,2292.0,1839,4043,72
Existing Customer,45,F,2,College,Divorced,$40K - $60K,Blue,6,2901.0,2384,3835,78
Existing Customer,48,F,3,College,Single,Less than $40K,Blue,4,2865.0,1523,4609,79
Existing Customer,31,F,0,Post-Graduate,Single,Unknown,Blue,3,3934.0,1911,4143,82
Existing Customer,57,F,2,Unknown,Single,$40K - $60K,Blue,3,2428.0,932,4823,62
Existing Customer,43,F,5,College,Married,$40K - $60K,Blue,5,5302.0,1136,4883,68
Existing Customer,41,F,4,High School,Married,Unknown,Blue,5,9139.0,1620,4675,78
Existing Customer,48,M,5,Unknown,Married,$40K - $60K,Blue,4,5219.0,1081,3481,78
Existing Customer,52,F,2,Graduate,Single,Unknown,Blue,5,10351.0,1356,4572,76
Attrited Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,3,6811.0,0,1937,39
Existing Customer,27,F,1,Post-Graduate,Married,Less than $40K,Blue,3,1438.3,990,3855,73
Existing Customer,39,M,1,Graduate,Single,$40K - $60K,Blue,6,2255.0,0,4412,81
Attrited Customer,55,F,3,Unknown,Single,Less than $40K,Blue,4,1741.0,0,2546,42
Attrited Customer,54,M,2,Uneducated,Married,$60K - $80K,Blue,4,2189.0,382,2750,51
Existing Customer,40,F,3,Uneducated,Single,Less than $40K,Blue,6,2040.0,1084,4751,80
Existing Customer,51,M,3,College,Married,$80K - $120K,Blue,6,1844.0,1232,4182,71
Existing Customer,53,M,3,Graduate,Single,$60K - $80K,Blue,5,8404.0,1498,4811,56
Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,5,1438.3,0,4443,86
Existing Customer,42,M,4,High School,Single,$80K - $120K,Blue,3,1944.0,1804,4682,90
Existing Customer,38,F,2,High School,Married,Less than $40K,Blue,6,1438.3,0,4707,88
Attrited Customer,49,M,3,Doctorate,Single,$40K - $60K,Blue,5,4354.0,0,2750,59
Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,3,1857.0,1033,5149,90
Existing Customer,54,F,5,Unknown,Married,Less than $40K,Blue,5,2708.0,1616,4237,87
Existing Customer,40,M,4,Graduate,Married,$60K - $80K,Blue,5,9974.0,2185,4680,87
Existing Customer,47,F,2,Uneducated,Single,Less than $40K,Blue,3,2271.0,2154,4150,69
Existing Customer,45,M,2,Uneducated,Unknown,$40K - $60K,Blue,6,2811.0,1630,4275,78
Existing Customer,47,M,4,Uneducated,Married,$60K - $80K,Blue,4,6519.0,1525,4495,81
Attrited Customer,57,M,2,Uneducated,Unknown,$80K - $120K,Blue,5,4316.0,0,1920,53
Existing Customer,50,F,0,Graduate,Married,Less than $40K,Blue,3,1438.3,0,3800,69
